n_profile Patient_ID Time E2F Hypoxia p53_PTEN IKK VEGF GSK_3_APC_AXIN Bcl_XL PIP3 PI3K Nutrients TH
745 MB-4601 19.99 0.581 0.495 0 0.948 0.757 0.232 1 0.774 0.768 0.493 0.0165
746 MB-6011 19.99 0.358 0.495 0.628 0.177 0.285 0.985 0.726 0.359 0.882 0.493 0.0561
747 MB-2954 19.98 0.002 0.495 0.85 0.057 0.744 0.989 0.021 0.12 0.8 0.493 0.003
748 MB-6280 19.99 0.148 0.495 0 0.953 0.8 0.472986 0.876 0.937 0.879 0.493 0.0199
749 MB-0568 19.98 0.014 0.495 0.588653 0.402 0.553 0.68 0.329 0.419 1 0.493 0.0273
750 MB-5243 19.99 0.614 0.495 0.462 0.426098 0.681 0.381 0.027 0.553 0.97 0.493 0.0235
751 MB-6283 19.99 0.02 0.495 0.55 0.334 0.459 0.251 0.422 0.448 1 0.493 0.0372
752 MB-7003 19.98 0.007 0.495 0.817 0.282 0.619 0.507371 0.181 0.188 1 0.493 0.0151
753 MB-4897 19.98 0.31 0.495 0.625 0.638 0.479 0.559 0.386 0.374 1 0.493 0.0114
754 MB-6181 19.99 0.042 0.495 0.686 0.295 0.666 0.64 0.293 0.212 0.656 0.493 0.0095
755 MB-0528 19.98 0.005 0.495 0 0.722 0.747 0.909 0.929 0.864251 0.863 0.493 0.001
756 MB-4730 19.98 0.039 0.495 0.735 0.182 0.362 0.863 0.455 0.263 1 0.493 0.0598
757 MB-0644 19.98 0 0.495 0.78 0.408 0.667 0.995 0.21 0.214 1 0.493 0.003
758 MB-4929 19.98 0.382 0.495 0 0.944 0.591 0.408 0.994 0.535027 0.529 0.493 0.0033
759 MB-4313 19.99 0.455 0.495 0.423 0.443316 0.348 0.134517 0.291 0.601 1 0.493 0.022
760 MB-0393 19.98 0.254288 0.495 0.527305 0.636 0.426 0.346 0.471 0.471761 1 0.493 0.0291
761 MB-6152 19.99 0.505689 0.495 0 0.984 0.842 0.142 1 1 1 0.493 0.0014
762 MB-7071 19.98 0.397 0.495 0 0.173 0.761 0.514192 0.09 1 1 0.493 0.0037
763 MB-4342 19.98 0.357 0.495 0.376 0.705 0.449 0.502 0.601 0.636 1 0.493 0.0075
764 MB-2669 19.98 0.001 0.495 0.904 0.163 0.592 0.801 0.073 0.061 0.607 0.493 0.013
765 MB-2835 19.98 0.032 0.495 0.772034 0.22 0.196 0.921 0.2 0.228267 1 0.493 0.0124
766 MB-3470 19.98 0.264 0.495 0 0.902973 0.844 0.870695 0.997 0.953 0.949 0.493 0.0166
767 MB-0336 19.98 0.202 0.495 0.693 0.655 0.402 0.959 0.287 0.235 0.686 0.493 0.0169
768 MB-0525 19.98 0.088 0.495 0 0.933 0.819 0.765 0.973 1 0.511 0.493 0.0955
769 MB-7167 19.98 0.01 0.495 0.870593 0.239 0.621 0.931 0.121745 0.128 1 0.493 0.006
770 MB-5065 19.98 0.242 0.495 0 0.896 0.76 0.736 0.999 0.859 0.863 0.493 0.0053
771 MB-5138 19.99 0.167 0.495 0 0.967 0.683751 0.798 0.987 1 1 0.493 9e-04
772 MB-5120 19.99 0.642 0.495 0 0.923 0.826 0 0.985 1 1 0.493 9e-04
773 MB-3104 19.98 0.033 0.495 0.802 0.373 0.64 0.915126 0.218 0.198 1 0.493 0.0044
774 MB-5178 19.98 0.055 0.495 0.168 0.24 0.369 0.79 0.693 0.42 0.5 0.493 0.0162
775 MB-4310 19.99 0.791411 0.495 0.074 0.537 0.345 0.229 0.95 0.93 1 0.493 0.0056
776 MB-2819 19.98 0.003 0.495 0.742 0.179 0.299818 0.938 0.157 0.26 1 0.493 0.0173
777 MB-2971 19.98 0 0.495 0.698 0.315 0.576 1 0.253 0.305 1 0.493 0.0359
778 MB-6133 19.98 0.114 0.495 0.302 0.401845 0.543 0.985 0.224 0.708 1 0.493 0.0018
779 MB-5057 19.99 0.551 0.495 0 0.895 0.673569 0.676396 0.322 0.948 0.915 0.493 0.0336
780 MB-0215 19.98 0 0.495 0.897 0.332075 0.523 0.993 0.094746 0.1 1 0.493 0.0022
781 MB-6194 19.98 0.013651 0.495 0 0.933 0.932 0.432 0.998 1 1 0.493 0.0022
782 MB-6080 19.98 0.699 0.495 0 0.922 0.834 0.338 1 1 1 0.493 0.0019
783 MB-7284 19.98 0.01 0.495 0.802 0.204 0.546 0.995 0.044 0.164466 0.262 0.493 0.005
784 MB-5177 19.99 0.604 0.495 0.683 0.18 0.865 0.968 0.320344 0.200118 0.661 0.493 0.0353
785 MB-4642 19.98 0.903 0.495 0.835 0.271 0.668321 0.974 0.009 0.15 0.867 0.493 0.0098
786 MB-4967 19.98 0.039 0.495 0.674929 0.397 0.536 0.878 0.285 0.327 1 0.493 0.0312
787 MB-4351 19.99 0.737448 0.495 0 0.892 0.317 0.694 1 0.912 0.9 0.493 0.009
788 MB-6008 19.98 0.435 0.495 0.789 0.12 0.382 0.941 0.632 0.126 0.516 0.493 0.0463
789 MB-5534 19.98 0.11 0.495 0.477 0.656 0.651 0.812 0.46 0.53 1 0.493 0.0051
790 MB-0370 19.99 0.033 0.495 0.832 0.118 0.179 0.201 0.153 0.146 0.81 0.493 0.0084
791 MB-5346 19.99 0.485 0.495 0 0.751 0.649823 0.966 0.274 0.762 0.677 0.493 0.0763
792 MB-5441 19.99 0.162 0.495 0 0.975 0.877 0.135 0.999 1 1 0.493 0
793 MB-7087 19.99 0.429 0.495 0 0.881 0.861 0.516 0.26 0.972 0.971 0.493 0.0777
794 MB-7220 19.98 0.037 0.495 0.579 0.509 0.62 0.812 0.109 0.435 1 0.493 0.021
795 MB-7036 19.99 0.622 0.495 0 0.66 0.785 0.923 0.975 0.892 0.783 0.493 0.0082
796 MB-0168 19.99 0.02 0.495 0 0.726 0.853472 0.683105 0.156812 1 0.571 0.493 0.2323
797 MB-7289 19.98 0.024 0.495 0.81 0.378 0.625 0.923194 0.184 0.186 1 0.493 0.0075
798 MB-0522 19.98 0.051 0.495 0 0.809 0.927 0.87 0.999 0.759 0.517 0.493 0.0018
799 MB-0550 19.98 0.302 0.495 0.879 0.281 0.681 0.622 0.13 0.12 1 0.493 0.0133
800 MB-5045 19.98 0.019 0.495 0 0.686 0.606 0.907 0.959 0.75 0.49 0.493 0.0019
801 MB-0304 19.99 0.448097 0.495 0 0.597675 0.613 0.527 0.426 0.564 0.563 0.493 0.0514
802 MB-7199 19.98 0.092 0.495 0.62 0.22 0.249745 0.988 0.136 0.219 0.521 0.493 0.0125
803 MB-5640 19.98 0.025 0.495 0.486 0.627 0.592 0.701 0.538393 0.346 0.674 0.493 0.0213
804 MB-7070 19.98 0.061 0.495 0.924 0.168 0.843 0.996 0.062 0.074 1 0.493 0.0042
805 MB-7104 19.98 0.205 0.495 0 0.866 0.783 0.466 0.391 0.965 0.959 0.493 0.0982
806 MB-4806 19.98 0 0.495 0.795 0.321 0.394 0.991 0.134 0.153 0.716 0.493 0.0156
807 MB-5107 19.99 0.374 0.495 0.619 0.35681 0.638693 0.458 0.354 0.395708 1 0.493 0.028
808 MB-6329 19.98 0.385 0.495 0 0.751 0.693 0.771 0.944904 0.515 0.515 0.493 0.0128
809 MB-7193 19.99 0.355977 0.495 0.352 0.651 0.586614 0.57 0.536239 0.447 0.652 0.493 0.0309
810 MB-7195 19.98 0 0.495 0.917 0.12 0.288 0.979 0.061396 0.085 1 0.493 0.004
811 MB-0134 19.98 0.122 0.495 0.757 0.306 0.878002 0.753 0.203 0.208 0.846 0.493 0.0143
812 MB-0395 19.99 0.078 0.495 0 0.821 0.859 0.978 1 0.841 0.46 0.493 0.0061
813 MB-0569 19.98 0.02 0.495 0.723 0.490511 0.691 0.813 0.31 0.223 0.735 0.493 0.0078
814 MB-4746 19.98 0.030175 0.495 0.911 0.456 0.599 0.818 0.095 0.083 1 0.493 0.0087
815 MB-0295 19.98 0.002 0.495 0.632 0.305 0.474 0.952 0.135 0.374 1 0.493 0.0093
816 MB-0657 19.98 0.011 0.495 0.60351 0.479 0.793 0.979 0.223 0.40856 1 0.493 0.0063
817 MB-3429 19.99 0.018 0.495 0.525 0.515 0.654 0.966 0.468 0.464 0.936 0.493 0.0211
818 MB-7157 19.98 0.009 0.495 0.915 0.079 0.199 0.508 0.363 0.076 0.491 0.493 0.0263
819 MB-5073 19.98 0.017 0.495 0.43 0.533 0.794 0.87 0.554 0.392 0.661 0.493 0.0343
820 MB-0317 19.98 0.001 0.495 0.846 0.256 0.43 0.982 0.149 0.146 1 0.493 0.0046
821 MB-2624 19.98 0.104 0.495 0.869 0.288 0.641 0.987 0.117 0.128 1 0.493 9e-04
822 MB-6226 19.98 0.087 0.495 0.702 0.299 0.507462 0.991 0.242 0.315 1 0.493 0.0159
823 MB-5484 19.99 0.328151 0.495 0.612689 0.702 0.398 0.511 0.418 0.388916 1 0.493 0.0123
824 MB-7182 19.99 0.680522 0.495 0.906 0.117 0.439 0.988 0.129 0.101 1 0.493 0.0521
825 MB-0380 19.99 0.094229 0.495 0 0.534 0.693 0.876 0.223 0.794 0.752 0.493 0.0105
826 MB-7189 19.99 0.579 0.495 0.982 0.086198 0.547065 0.26 0.220875 0.014 0.854 0.493 0.0497
827 MB-0226 19.98 0.069411 0.495 0.533 0.617 0.62 0.698 0.582 0.461682 0.998 0.493 0.0234
828 MB-3083 19.98 0.107 0.495 0.586 0.419 0.536 0.96 0.189 0.287 0.519 0.493 0.0039
829 MB-5492 19.98 0.004 0.495 0.592225 0.478 0.672 0.99 0.41 0.373 0.852412 0.493 0.0348
830 MB-4281 19.99 0.644 0.495 0 0.91 0.568682 0.585 1 1 1 0.493 0.009
831 MB-7251 19.98 0.645 0.495 0.97 0.399 0.48 0.416 0.031 0.008 0.270001 0.493 0.0137
832 MB-0227 19.98 0.002 0.495 0.906 0.192 0.73 0.992 0.056 0.067 0.637 0.493 0.0084
833 MB-5482 19.99 0.439 0.495 0 0.981 0.493 0.74 0.848 1 1 0.493 0.0425
834 MB-0573 19.98 0.153 0.495 0.204435 0.526 0.64487 0.858 0.909 0.695074 0.711 0.493 0.037
835 MB-5635 19.98 0.378 0.495 0.902 0.421 0.529 0.456 0.197 0.056 0.516 0.493 0.0102
836 MB-7099 19.98 0.043 0.495 0.837 0.083 0.605 0.963 0.081 0.136 0.803 0.493 0.0136
837 MB-5565 19.99 0.338 0.495 0 0.911083 0.814 0.769 0.582 0.847 0.637471 0.493 0.0443
838 MB-0231 19.98 0 0.495 0.723 0.265 0.891 0.97 0.299836 0.189 0.558 0.493 0.0237
839 MB-7026 19.98 0.003128 0.495 0.895 0.165 0.722 0.979 0.042 0.052 0.519 0.493 0.002
840 MB-5498 19.98 0.064 0.495 0 0.728 0.666 0.859 0.987 0.501 0.503 0.493 9e-04
841 MB-3430 19.98 0.119 0.495 0 0.835 0.438 0.775 0.424 1 1 0.493 0.0233
842 MB-6286 19.98 0.025 0.495 0 0.65365 0.524 0.767 0.848 0.521 0.508 0.493 0.0054
843 MB-7072 19.99 0.09 0.495 0 0.83 0.667933 0.597 0.565 0.92 0.665 0.493 0.0061
844 MB-2853 19.99 0.452 0.495 0.122031 0.679 0.738 0.321 0.552409 0.844549 0.946 0.493 0.0188
845 MB-3854 19.98 0.023 0.495 0.862 0.299 0.68 0.904 0.17 0.141 1 0.493 0.0058
846 MB-0367 19.98 0.003 0.495 0.665 0.553 0.577 0.994 0.334 0.265 0.741 0.493 0.0061
847 MB-6164 19.98 0.013 0.495 0.703 0.284987 0.631 0.874 0.293 0.296 1 0.493 9e-04
848 MB-6358 19.98 0.271 0.495 0.862 0.494 0.604 0.595 0.129 0.073 0.564 0.493 0.0139
849 MB-5468 19.99 0.262 0.495 0 0.842 0.666 0.494152 1 0.817 0.775 0.493 0.0258
850 MB-3032 19.98 0.008 0.495 0.649 0.356 0.695 0.95 0.295 0.358 1 0.493 0.0084
851 MB-3295 19.98 0.032 0.495 0 0.816 0.834 0.815 0.89 1 1 0.493 0.006
852 MB-4880 19.99 0.704899 0.495 0 0.925096 0.521 0.531 0.862 0.88 0.872 0.493 0.0222
853 MB-7232 19.98 0 0.495 0.486522 0.332 0.262 0.993 0.124 0.524251 1 0.493 0.0241
854 MB-4603 19.99 0.794268 0.495 0.455 0.687 0.622 0.272 0.477 0.562 1 0.493 0.0418
855 MB-0478 19.98 0.005 0.495 0 0.721042 0.853 0.865 0.325 1 0.532 0.493 0.0425
856 MB-4189 19.99 0.891 0.495 0 0.751 0.694 0.819 1 0.804 0.794 0.493 0.0066
857 MB-4626 19.99 0.705032 0.495 0.497 0.559 0.471 0.151 0.369893 0.384921 0.627 0.493 0.0193
858 MB-5491 19.99 0.063045 0.495 0.698 0.198 0.64203 0.951 0.07 0.307 1 0.493 0.0193
859 MB-5310 19.99 0 0.495 0.29904 0.752 0.450374 0.393957 0.716 0.708547 1 0.493 0.0513
860 MB-5086 19.98 0.261 0.495 0.38 0.38972 0.45 0.844474 0.413 0.626 1 0.493 0.0284
861 MB-7208 19.99 0.727 0.495 0.556 0.695 0.395 0.399328 0.193 0.39 0.394 0.493 0.0382
862 MB-0214 19.99 0.550028 0.495 0 0.771009 0.748 0.567462 0.999 0.967 0.929 0.493 0.004
863 MB-0157 19.98 0.126 0.495 0 0.901 0.57972 0.686951 0.978 0.811 0.802311 0.493 0.0049
864 MB-5155 19.98 0.287 0.495 0.51 0.80674 0.656 0.417 0.502 0.495 1 0.493 0.0085
865 MB-4005 19.99 0.277489 0.495 0 0.949 0.732 0.14 0.968 0.963 0.961 0.493 0.0052
866 MB-0133 19.98 0.011 0.495 0.662 0.45 0.538 0.546 0.332 0.338 1 0.493 0.0068
867 MB-2771 19.99 0.021 0.495 0 0.866 0.734 0 1 0.997 0.987 0.493 0.0015
868 MB-3361 19.98 0.114 0.495 0 0.732 0.754 0.954 0.836 1 1 0.493 0.0032
869 MB-5589 19.98 0.02 0.495 0.772 0.327 0.241 0.934 0.338073 0.223 1 0.493 0.0313
870 MB-7133 19.98 0.355212 0.495 0.3 0.71 0.671 0.792 0.675 0.594338 0.821 0.493 0.0185
871 MB-4937 19.99 0.234 0.495 0.664911 0.473 0.498642 0.943 0.29092 0.273 0.80711 0.493 0.04
872 MB-5553 19.98 0.004752 0.495 0.715 0.385 0.495 0.978 0.597 0.281 1 0.493 0.0101
873 MB-7030 19.99 0.056 0.495 0.999 0.106 0.292 0.646 0 0.001 1 0.493 8e-04
874 MB-2781 19.98 0.317 0.495 0.224467 0.445 0.515898 0.631263 0.23 0.758 0.575 0.493 0.0286
875 MB-2952 19.98 0.008 0.495 0.744 0.236 0.505 0.713 0.241 0.255 1 0.493 0.01
876 MB-7017 19.99 0.183124 0.495 0 0.792 0.648 0.615112 0.64546 0.981 0.977 0.493 0.0278
877 MB-0642 19.98 0.002 0.495 0.875 0.202 0.208 0.974 0.113 0.125 1 0.493 0.0185
878 MB-7127 19.98 0.005 0.495 0.919 0.183 0.561 0.997 0.027 0.028 0.330494 0.493 0.0115
879 MB-5084 19.98 0.208 0.495 0.437 0.554 0.388 0.613 0.626 0.448 0.696 0.493 0.0808
880 MB-5406 19.99 0.351 0.495 0 0.788 0.385599 0.4141 0.575 1 1 0.493 0.031
881 MB-7216 19.98 0.03 0.495 0.799 0.255 0.618 0.926 0.143 0.114 0.518 0.493 0.0184
882 MB-0511 19.98 0.001 0.495 0.827 0.423 0.364 0.953 0.171 0.167 1 0.493 0.0055
883 MB-5472 19.98 0.003 0.495 0.776 0.371 0.399518 0.931 0.11 0.229 1 0.493 0.0067
884 MB-4794 19.98 0.012 0.495 0.835 0.253 0.494 0.391183 0.147 0.093 0.51 0.493 0.0047
885 MB-6182 19.98 0.182 0.495 0 0.945 0.715 0.784 1 1 1 0.493 0.0015
886 MB-2711 19.98 0.004 0.495 0.909 0.057 0.499 0.71 0.027 0.047 0.427 0.493 0.0117
887 MB-3492 19.98 0.606 0.495 0.565 0.307 0.31 0.989 0.402 0.437 1 0.493 0.0089
888 MB-5521 19.98 0.005 0.495 0.925 0.334871 0.696 0.961 0.053 0.074 1 0.493 0.0015
889 MB-4851 19.98 0.086 0.495 0.49 0.604 0.315 0.558 0.529 0.514 1 0.493 0.0323
890 MB-7122 19.98 0.593 0.495 0 0.969 0.698 0.223 0.999 0.653 0.61 0.493 0.0175
891 MB-5582 19.98 0.027 0.495 0.647 0.645 0.645 0.480014 0.529 0.348 1 0.493 0.0236
892 MB-0315 19.98 0.016 0.495 0 0.659 0.822 0.944 0.53 0.489 0.488 0.493 0.0745
893 MB-3328 19.98 0 0.495 0.64 0.285 0.674 0.94 0.305 0.359 1 0.493 0.0081
894 MB-5253 19.98 0.055 0.495 0.444 0.44 0.598 0.974 0.523 0.569 1 0.493 0.0139
895 MB-0236 19.98 0.198 0.495 0 0.847 0.756 0.735 0.9 0.81 0.787 0.493 0.0069
896 MB-4213 19.98 0.348197 0.495 0.273 0.383 0.79 0.841 0.711 0.358 0.495 0.493 0.0297
897 MB-0081 19.99 0 0.495 0.98 0.85 0.86 0.744 0.006 0.02 0.991 0.493 0.0082
898 MB-7168 19.98 0.021 0.495 0.748 0.227 0.515 0.978 0.199 0.253 1 0.493 0.002
899 MB-5475 19.98 0.007 0.495 0.477285 0.459 0.432577 0.978 0.638 0.336 0.606 0.493 0.0416
900 MB-0150 19.98 0.049 0.495 0 0.97 0.666 0.871 1 1 1 0.493 7e-04
901 MB-4969 19.98 0.002 0.495 0.845 0.08 0.434 0.866 0.057 0.152 1 0.493 0.0077
902 MB-0419 19.98 0.022 0.495 0.556 0.586 0.588 0.979 0.513 0.444 1 0.493 0.0068
903 MB-7279 19.99 0.809 0.495 0 0.877 0.561 0.951 1 0.53 0.431 0.493 0.0357
904 MB-7097 19.98 0.234 0.495 0.692923 0.452195 0.498066 0.288 0.282 0.321 1 0.493 0.0175
905 MB-6168 19.98 0.002 0.495 0.634 0.408 0.548 0.422 0.341 0.368 1 0.493 0.0101
906 MB-3781 19.98 0.036 0.495 0.769 0.174 0.71 0.833 0.131 0.23 1 0.493 0.0188
907 MB-5490 19.98 0.003 0.495 0.543 0.391 0.438 0.954 0.414 0.381 0.775 0.493 0.0273
908 MB-4018 19.99 0.054 0.495 0.391 0.424 0.209411 0.339 0.707 0.515 0.541 0.493 0.0202
909 MB-3530 19.98 0.242 0.495 0.82 0.158 0.613 0.800635 0.266758 0.175 1 0.493 0.0106
910 MB-2786 19.98 0 0.495 0.967 0.168 0.884404 0.863 0.02 0.032 1 0.493 0.001
911 MB-5579 19.98 0 0.495 0.754 0.408 0.395 0.941 0.497 0.250924 1 0.493 0.0371
912 MB-5221 19.98 0.007 0.495 0.555 0.371341 0.164 0.926 0.481843 0.455 1 0.493 0.0509
913 MB-4986 19.98 0.401 0.495 0.921 0.267 0.595 0.93 0.25 0.063 0.76 0.493 0.0351
914 MB-4723 19.98 0.105 0.495 0.632 0.498 0.524 0.328 0.562 0.37 1 0.493 0.0316
915 MB-0191 19.99 0.473213 0.495 0 0.975 0.754 0.871 0.987 0.998 0.998 0.493 0.0113
916 MB-4834 19.99 0.496 0.495 0.989 0.191 0.395 0.904 0.004 0.007 0.629 0.493 0.0291
917 MB-0434 19.99 0.380321 0.495 0.338 0.596 0.387 0.977 0.2 0.672215 1 0.493 0.0246
918 MB-4878 19.98 0.428 0.495 0.6 0.767278 0.522 0.791 0.405 0.403 1 0.493 0.0047
919 MB-0614 19.98 0.144 0.495 0.76 0.445 0.634 0.688 0.218 0.195 0.778 0.493 0.0189
920 MB-6319 19.99 0.025 0.495 0.43649 0.439 0.435 0.977 0.555 0.258 0.376 0.493 0.0355
921 MB-5267 19.98 0.061 0.495 0.792 0.286 0.503 0.966 0.148819 0.209 1 0.493 0.0236
922 MB-4933 19.98 0.731601 0.495 0.693 0.757828 0.592 0.474586 0.396 0.24 0.774 0.493 0.0176
923 MB-3500 19.99 0.407 0.495 0 0.859413 0.466 0.231 0.961 0.994 0.994 0.493 0.0063
924 MB-3871 19.98 0.008 0.495 0.75 0.313 0.751 0.989 0.178 0.255 1 0.493 0.0062
925 MB-6308 19.98 0.16793 0.495 0.69 0.831 0.464 0.675 0.379 0.31 1 0.493 0.0078
926 MB-4845 19.98 0.095 0.495 0.52512 0.625 0.627 0.72 0.501 0.477 1 0.493 0.0053
927 MB-0653 19.99 0.212 0.495 0 0.892 0.627 0.565979 0.932 1 1 0.493 0.0032
928 MB-2618 19.99 0.026 0.495 0.904 0.471 0.597 0.994 0.015 0.093 0.965 0.493 0.0252
929 MB-3526 19.99 0.564573 0.495 0 0.851 0.704638 0.403 0.986 1 1 0.493 0.01
930 MB-0465 19.98 0.002 0.495 0 0.483 0.693 0.994 0.762 0.391865 0.394 0.493 0.0215
931 MB-0385 19.98 0.036 0.495 0.797 0.301 0.672 0.814313 0.194 0.17 0.806003 0.493 0.0098
932 MB-4950 19.98 0.041 0.495 0 0.885 0.511 0.305 0.231 1 0.235409 0.493 0.0062
933 MB-4306 19.99 0.318793 0.495 0.605 0.484 0.483 0.834 0.463 0.392401 1 0.493 0.0156
934 MB-4599 19.99 0.357 0.495 0.865 0.146 0.084 0.91 0.151 0.079 0.526 0.493 0.0167
935 MB-0310 19.98 0.054 0.495 0.684 0.347 0.75 0.724 0.324 0.321512 1 0.493 0.0138
936 MB-0256 19.98 0.022 0.495 0.331023 0.535143 0.561333 0.67368 0.34 0.683 1 0.493 0.0347
937 MB-0008 19.99 0.013 0.495 0 0.415 0.682 0.837 0.956 0.506 0.509 0.493 0.011
938 MB-3153 19.99 0.54 0.495 0 0.985 0.749232 0.207 0.998 1 0.941 0.493 0.0437
939 MB-7085 19.98 0.311 0.495 0.686 0.253 0.537 0.67 0.114 0.112 0.337 0.493 0.0538
940 MB-0384 19.98 0.015 0.495 0.91 0.774 0.593 0.757118 0.094 0.082 0.907 0.493 0.0057
941 MB-5601 19.98 0.025 0.495 0.577 0.391 0.555 0.633 0.56 0.429 1 0.493 0.0545
942 MB-4702 19.99 0.953 0.495 0.755 0.232 0.284 0.982 0.184717 0.191108 0.758 0.493 0.0072
943 MB-5399 19.98 0.005 0.495 0.779 0.387757 0.459 0.924 0.232 0.218 1 0.493 0.0042
944 MB-3506 19.99 0.601 0.495 0.924 0.232 0.607 0.467 0.498 0.061 0.8657 0.493 0.027
945 MB-0891 19.98 0.178 0.495 0.645891 0.472 0.445906 0.9 0.345 0.357 1 0.493 0.0063
946 MB-6107 19.98 0.429217 0.495 0.646 0.691 0.637 0.651 0.634 0.368 1 0.493 0.0113
947 MB-5531 19.99 0.354 0.495 0 0.904 0.671 0.865 0.204 0.751 0.66 0.493 0.0925
948 MB-7067 19.99 0.482768 0.495 0 0.91 0.648 0.517316 0.998 1 1 0.493 0.0107
949 MB-0649 19.98 0.007 0.495 0.413 0.41 0.7 0.972 0.506 0.601 1 0.493 0.0138
950 MB-7118 19.98 0.018 0.495 0.558 0.667 0.361756 0.346992 0.323 0.092 0.181 0.493 0.0338
951 MB-3037 19.98 0.002 0.495 0.894 0.226 0.551455 0.98 0.072 0.104 1 0.493 0.0029
952 MB-6231 19.99 0.627 0.495 0.503 0.701 0.209173 0.726 0.376 0.454987 0.882 0.493 0.0226
953 MB-4763 19.98 0.407 0.495 0 0.975 0.803 0.307 1 1 1 0.493 0.0021
954 MB-0513 19.98 0.062 0.495 0.386 0.403007 0.791 0.71643 0.108 0.515283 0.624 0.493 0.0672
955 MB-0467 19.98 0 0.495 0 0.955 0.945 0.42 0.921 1 1 0.493 0.0014
956 MB-3062 19.98 0.065 0.495 1 0.259 0.676 0.996 0 0 0.742 0.493 7e-04
957 MB-6188 19.99 0.227 0.495 0 0.523 0.893 0.827 0.818 0.736 0.517 0.493 0.0457
958 MB-0359 19.98 0.052 0.495 0.727 0.275 0.616 0.494 0.199 0.274 1 0.493 0.0068
959 MB-0422 19.98 0.069 0.495 0 0.679 0.665 0.778 0.754 1 1 0.493 0.0018
960 MB-0095 19.98 0.072556 0.495 0.61 0.336 0.643 0.905 0.169 0.395 1 0.493 0.0211
961 MB-5541 19.99 0.004 0.495 0.677664 0.584 0.56 0.882 0.319 0.319544 1 0.493 0.0241
962 MB-4012 19.99 0.816172 0.495 0.712 0.756 0.489 0.033644 0.449 0.297071 1 0.493 0.0242
963 MB-5422 19.98 0.145 0.495 0.861 0.379 0.493 0.257 0.123925 0.135 1 0.493 0.0081
964 MB-7207 19.98 0.072 0.495 0 0.959 0.708 0.552 1 1 1 0.493 0.0018
965 MB-5127 19.98 0.011 0.495 0.506 0.377 0.507 0.954 0.812 0.292 0.541 0.493 0.0155
966 MB-3702 19.99 0.124555 0.495 0 0.932 0.670982 0.654408 0.622 0.978 0.975 0.493 0.0119
967 MB-4912 19.99 0.001 0.495 0.872 0.304 0.41 0.993 0.719 0.128 1 0.493 0.0099
968 MB-7066 19.98 0 0.495 0.975 0.41 0.853 0.992 0.442 0.021 1 0.493 0.0107
969 MB-0459 19.98 0.095 0.495 0 0.887 0.466 0.484 0.992 0.892 0.657 0.493 0.012
970 MB-0436 19.98 0.046 0.495 0 0.958 0.787 0.717 0.994 0.648 0.65 0.493 0.0387
971 MB-0268 19.98 0.018 0.495 0 0.718 0.615587 0.97 1 1 1 0.493 0.001
972 MB-0880 19.98 0.021 0.495 0.467311 0.474 0.421541 0.611 0.448 0.526 1 0.493 0.0332
973 MB-4942 19.99 0.416 0.495 0 0.955 0.771 0.356 1 1 1 0.493 0.0042
974 MB-6154 19.98 0.059 0.495 0.728 0.134 0.249 0.95 0.118078 0.228 0.602 0.493 0.0174
975 MB-0537 19.98 0.002 0.495 0.371 0.669 0.617 0.915 0.648 0.631 1 0.493 0.0143
976 MB-4881 19.99 0.437 0.495 0 0.996 0.617 0.571 0.965 0.998 0.997 0.493 8e-04
977 MB-5172 19.98 0.359 0.495 0.93 0.337 0.708 0.959 0.08 0.042 0.576 0.493 0.0113
978 MB-0559 19.98 0.038 0.495 0.774365 0.159 0.693 0.745 0.174 0.119139 0.509497 0.493 0.017
979 MB-0445 19.99 0.297364 0.495 0.178 0.663 0.783 0.345 0.855 0.502 0.599 0.493 0.055
980 MB-4839 19.98 0.08 0.495 0.69 0.323 0.581 0.786 0.255 0.194 0.55 0.493 0.0095
981 MB-5329 19.98 0.234 0.495 0 1 0.922 0.351 1 1 1 0.493 0.0017
982 MB-0440 19.99 0.148 0.495 0.326 0.245 0.408 0.849 0.086 0.687 1 0.493 0.021
983 MB-0364 19.98 0.037 0.495 0.465 0.458 0.776 0.905 0.523 0.547 1 0.493 0.0083
984 MB-4654 19.99 0.491674 0.495 0.825 0.297 0.285 0.782 0.101 0.176 1 0.493 0.0137
985 MB-0292 19.99 0.264 0.495 0 0.983 0.548137 0.157 1 1 1 0.493 0.002
986 MB-3254 19.98 0.004 0.495 0.896 0.127 0.621 0.989 0.023 0.106 1 0.493 0.0018
987 MB-7258 19.99 0.716 0.495 0 0.988 0.844214 0.007 1 0.961 0.946 0.493 0.0124
988 MB-0128 19.98 0.017 0.495 0.666 0.535 0.576 0.896 0.322 0.334885 1 0.493 0.0106
989 MB-5264 19.98 0.033 0.495 0.587 0.403 0.585971 0.939 0.359 0.26 0.506 0.493 0.0061
990 MB-5431 19.99 0.140584 0.495 0 0.98 0.915 0.289 0.599 0.969 0.967 0.493 0.0609
991 MB-7241 19.98 0.121 0.495 0.779 0.236201 0.592414 0.208 0.133 0.22 1 0.493 0.0071
992 MB-0039 19.99 0.05607 0.495 0.327 0.241 0.438 1 0.087 0.662 0.973 0.493 0.0891
993 MB-0062 19.99 0.563 0.495 0 0.995 0.804 0.987 0.083 0.998 0.998 0.493 0.0152
994 MB-7159 19.99 0.926 0.495 0 0.965 0.786 0.458 0.642 0.905 0.845 0.493 0.0059
